comuna,link,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,valor_uf,direccion,quien_vende,corredor
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-cumbres-de-nos/3513759,3,3,2,160.0,117.0,5.132,"San Bernardo, Condominio Cumbres de Nos",Erick Marcelo Villanueva Rojas,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-parque-balmaceda/3513793,4,3,2,181.0,108.9,4.809,"San Bernardo, Condominio Parque Balmaceda",Contacto Properties&Home,Contacto Properties&Home
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtadolos-morros/3436373,3,3,0,240.0,110.0,5.39,"San Bernardo, Padre Hurtado/Los Morros",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/estacion-san-bernardo/3372679,3,2,1,460.0,125.0,9.374,"San Bernardo, Estación San Bernardo",PAMELA ALEJANDRA PALMA FIGUEROA,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-padre-hurtado/3660674,3,2,2,170.0,90.0,3.819,"San Bernardo, Avenida Padre Hurtado",Gerald Enrique Gonzalez Cortes,Vende Dueño/a
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/francisco-de-castaneda/2838155,6,3,0,300.0,230.0,4.166,"San Joaquín, Francisco de Castañeda",Cristián Espinoza F,Tzanis Propiedades
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/villa-brasil/3158491,4,2,1,225.0,117.0,5.555,"San Joaquín, villa brasil",Gestión inmobiliaria,Inmobienes.
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/av-departamentalav-las-industrias/3357733,6,2,0,0.0,162.0,2.986,"San Joaquín, Av departamental/av las industrias",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/juan-griego-5150/3590852,5,1,0,125.0,90.0,2.673,"San Joaquín, Juan Griego 5150",fabricio flavio bello lorenzetti,rosario andrade avendaño
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/gluck/3709992,3,1,0,100.0,80.0,4.166,"San Joaquín, Gluck",Novavista,Vivirpropiedades.cl
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/liszt/3697033,5,2,1,220.0,138.0,7.222,"San Joaquín, Liszt",Novavista,Vivirpropiedades.cl
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/artemio-gutierrez-2453/3612327,5,1,0,200.0,150.0,3.472,"San Joaquín, Artemio Gutiérrez 2453",sebastian ignacio abrigo miranda,Vende Dueño/a
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/salesianosavda-las-industrias/3572224,4,2,0,500.0,139.0,7.118,"San Joaquín, Salesianos/Avda. Las Industrias",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/av-haydn-5940/2913812,4,2,0,200.0,163.56,5.208,"San Joaquín, Av. Haydn 5940",María Fernanda,Invierte Propiedades
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/vicuna-mackennaisabel-riquelme/2658757,5,3,0,350.0,160.0,8.506,"San Joaquín, Vicuña mackenna/isabel riquelme",Mauricio Pino Propiedades,Mauricio Pino Propiedades
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/las-melosas/2550080,3,1,0,86.0,57.0,1.89,"San Joaquín, Las Melosas",cristian andres burgos fuentes,Vende Dueño/a
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/sierra-bella-2500/2601759,5,2,5,320.0,150.0,9.9,"San Joaquín, Sierra Bella 2500",Eliana  Carmona,Vende Dueño/a
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/alcalde-pedro-alarconav-carlos-valdovinosvicuna-mackenna/2674855,4,2,0,129.0,80.0,3.68,"San Joaquín, Alcalde Pedro Alarcón/Av. Carlos Valdovinos/Vicuña Mackenna",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
San Joaquín,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-joaquin/casa/metro-rodrigo-de-araya-vicuna-mackennajuan-sebastian-bach-jose-ananias/3339913,6,2,0,600.0,360.0,15.2,"San Joaquín, Metro Rodrigo de Araya // Vicuña Mackenna/Juan Sebastian Bach // Jose Ananias",Evaristo Lillo,Evaristo Lillo
San José de Maipo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-jose-de-maipo/casa/el-ingeniocajon-del-maipo/2787837,4,3,0,9358.0,122.0,3.298,"San José de Maipo, El Ingenio/Cajón del Maipo",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
San José de Maipo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-jose-de-maipo/casa/camino-a-lagunillas/3118624,3,1,6,30000.0,200.0,4.409,"San José de Maipo, Camino A Lagunillas",De La Barrera Propiedades,De La Barrera Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/departamentalleon-pradogran-avenida/1916055,8,3,1,530.0,253.0,8.68,"San Miguel, Departamental/León Prado/Gran Avenida",Mauricio Pino Propiedades,Mauricio Pino Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidavaras-mena/1607717,5,3,0,320.0,242.0,5.555,"San Miguel, Gran Avenida/Varas Mena",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/sta-adela-5250/3669723,4,2,2,300.0,200.0,4.857,"San Miguel, Sta Adela 5250",Francisco Lopez,Vivienda Integral
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/el-peral-5301/3530823,4,3,3,420.0,156.0,12.152,"San Miguel, El Peral 5301",Corredor Pro SpA.,Corredorpro Spa
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/jose-joaquin-prietoavda-la-marina/3684757,4,2,0,330.0,160.0,10.069,"San Miguel, José Joaquín Prieto/Avda. La Marina",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-nicolasteodoro-smigh/3603846,4,3,0,112.0,92.0,5.156,"San Miguel, San Nicolas/Teodoro Smigh",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-ignaciobarros-luco/2344914,4,2,0,250.0,109.0,6.77,"San Miguel, San Ignacio/Barros Luco",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenida1ra-transversal/1438477,6,2,0,250.0,180.0,8.7,"San Miguel, Gran avenida/1ra. Transversal",Mauricio Pino Propiedades,Mauricio Pino Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-petersburgo/2896880,0,0,0,551.0,551.0,3.264,"San Miguel, San Petersburgo",Geraldine Ramirez,Vende Dueño/a
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidadecima-avenida/2894105,6,3,0,475.0,230.0,27.0,"San Miguel, Gran Avenida/Decima Avenida",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/avenida-lo-ovallesebastopol/3027884,1,1,0,400.0,400.0,5.208,"San Miguel, Avenida Lo Ovalle/Sebastopol",Procasa Adrian Ulloa Propiedades,Procasa Adrián Ulloa Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/cuarta-avenida-1502/3666868,3,2,2,245.0,105.0,7.465,"San Miguel, Cuarta Avenida 1502",Geraldine Macarena Márquez Morales,Vende Dueño/a
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/panamericadasan-ignacio/3323652,3,2,0,259.0,143.0,6.0,"San Miguel, Panamericada/San Ignacio",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/santa-albinadepartamental/2501572,4,2,0,300.0,130.0,7.638,"San Miguel, Santa albina/departamental",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-miguel/3573940,7,3,8,700.0,500.0,21.162,"San Miguel, San miguel",Juan Montoya,Vende Dueño/a
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/piramide-1016/2712326,5,4,2,308.0,180.0,10.5,"San Miguel, Piramide 1016",CFPropiedades,Cf Propiedades S.P.A
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/valenzuela-puelma-2679/2993333,3,2,3,208.0,75.0,3.09,"San Miguel, Valenzuela Puelma 2679",Silvana Guillen,Guillen Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/el-cairollico-piramide/2491516,5,2,0,420.0,229.0,10.069,"San Miguel, El Cairo/Llico /Piramide",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidablanco-viel-pf/1984435,6,2,0,500.0,200.0,12.777,"San Miguel, Gran avenida/blanco viel. P.F.",Cristian Vial Propiedades,Cristian Vial Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/leon-tolstoiamerica/3630223,4,3,0,348.0,177.0,9.201,"San Miguel, Leon tolstoi/america",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/av-lazocarlos-edwards/3188192,3,2,0,229.0,111.0,6.77,"San Miguel, Av. Lazo/Carlos Edwards",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/enrique-matte-1561/3613474,3,3,2,429.0,148.0,11.5,"San Miguel, Enrique Matte 1561",Geraldine Macarena Márquez Morales,Vende Dueño/a
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-nicolas/2733577,6,3,5,554.0,240.0,12.7,"San Miguel, San Nicolás",Cristián Espinoza F,Tzanis Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/tannenbaumpetersburgo/2929277,7,3,0,202.0,200.0,9.027,"San Miguel, Tannenbaum/petersburgo",Procasa Adrian Ulloa Propiedades,Procasa Adrián Ulloa Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/san-franciscollico/2604942,6,3,0,399.0,136.0,13.194,"San Miguel, San Francisco/Llico",Mauricio Pino Propiedades,Mauricio Pino Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/avenida-departamental/3521175,3,3,2,240.0,240.0,8.68,"San Miguel, Avenida Departamental",Breekit Real Estate SPA,Breekit Real Estate SPA
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/tristan-mattadepartamental/3103486,4,2,0,300.0,124.0,7.465,"San Miguel, Tristán Matta/Departamental",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/chiloe-3963/2419275,3,2,0,429.0,201.0,8.68,"San Miguel, Chiloé 3963",Corretajes Prosal Ltda.,Corretajes Prosal
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/av-jj-prieto-departamental/2296067,3,1,0,149.0,90.0,3.403,"San Miguel, Av. J.J. Prieto, Departamental",Schumacher Propiedades,Schumacher Propiedades
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gauscarlos-edwards/2927355,6,3,0,530.0,212.0,9.895,"San Miguel, Gaus/carlos edwards",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidacarlo-w-marrtinez/3643384,3,1,0,200.0,80.0,6.2,"San Miguel, Gran Avenida/Carlo W. Marrtinez",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
San Miguel,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-miguel/casa/gran-avenidadepartamental/3511987,4,2,0,400.0,120.0,11.458,"San Miguel, Gran avenida/departamental",Mauricio Pino Propiedades,Mauricio Pino Propiedades
San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/cuatro-pte-7717/3590527,3,1,1,140.0,68.0,3.125,"San Ramón, Cuatro Pte 7717",fabricio flavio bello lorenzetti,rosario andrade avendaño
San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/antartica-chilena-1703/3661485,3,1,4,230.0,80.0,2.639,"San Ramón, Antártica Chilena 1703",ricardo andres valenzuela parra,Vende Dueño/a
San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/pasaje-yungay-san-ramon/3473604,4,1,2,115.0,48.0,2.778,"San Ramón, pasaje  Yungay   San Ramón",Erika Gálvez Espinoza,Vende Dueño/a
San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/ismael-tocornal-8473/3439003,2,1,0,180.0,40.0,1.632,"San Ramón, Ismael Tocornal 8473",Eriko,Vende Dueño/a
San Ramón,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-ramon/casa/siete-sur-1822/3395348,2,1,2,117.0,90.0,2.43,"San Ramón, Siete Sur 1822",Corredor Pro SpA.,Corredorpro Spa
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-eliecer-parada-simon-bolivar/3064636,3,3,2,435.0,260.0,12.35,"Santiago, Av. Eliécer parada , simon bolivar",veronica insua,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/cuevas-rogelio-ugarte/1426558,0,0,0,708.0,708.0,14.16,"Santiago, Cuevas / Rogelio Ugarte",Schumacher Propiedades,Schumacher Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/lord-cochrane-plaza-almagrosanta-isabel-santiago/3545594,5,2,0,544.0,871.0,29.92,"Santiago, Lord Cochrane - Plaza Almagro/Santa Isabel - Santiago",Carlos Hurtado Rogers,Hurtado Propiedades S.A.
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carmensan-isidro/3155498,5,3,0,351.0,233.0,26.5,"Santiago, Carmen/San Isidro",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/transversal-uno/3490777,4,4,2,345.0,120.0,6.35,"Santiago, Transversal Uno",Cristián Espinoza F,Tzanis Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/arturo-pratvictoria/3313510,6,7,0,360.0,127.0,9.722,"Santiago, Arturo prat/victoria",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-brasilbaquedano/2919616,14,10,1,500.0,650.0,13.888,"Santiago, Av. Brasil/Baquedano",Procasa Adrian Ulloa Propiedades,Procasa Adrián Ulloa Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/camino-del-yunque/3570484,5,4,4,700.0,220.0,21.0,"Santiago, Camino del Yunque",Maccarena Aparicio,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/chiloe-1816/2516208,9,1,0,374.0,280.0,11.6,"Santiago, Chiloé 1816",Alejandra riveros,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/enrique-olivares-la-florida-chile/2686193,3,2,7,780.0,103.0,9.027,"Santiago, Enrique Olivares , La Florida, Chile",Geraldine Ramirez,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santiago-conchacarmen/3594139,1,0,0,400.0,335.0,10.416,"Santiago, Santiago concha/carmen",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/barrio-patronato-loreto/1923404,8,3,0,336.0,324.0,9.374,"Santiago, Barrio Patronato /Loreto",Schumacher Propiedades,Schumacher Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-republicatoesca/3359891,0,0,0,817.0,998.0,44.717,"Santiago, Av Repùblica/Toesca",Claudia Lespinasse,Norbert Lui Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/los-manios/3668090,3,4,3,500.0,145.0,7.58,"Santiago, Los mañios",Cristián Espinoza F,Tzanis Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/av-einstein-715/3624458,8,3,4,360.0,190.0,6.944,"Santiago, Av. Einstein 715",alvaro francisco moran vasquez,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/rondizzonipedro-lagos/3079478,5,3,0,566.0,201.0,16.986,"Santiago, Rondizzoni/Pedro Lagos",Procasa Adrian Ulloa Propiedades,Procasa Adrián Ulloa Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/club-hipico-blanco-encaladarepublica-barrio-universitario/3593359,10,5,0,579.0,327.0,22.568,"Santiago, Club hipico / blanco encalada/republica  / barrio universitario",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carlos-silva-vildosola/3540385,4,4,3,413.0,212.0,13.9,"Santiago, Carlos Silva Vildósola",Sandra Franjola,Propiedades Sfc
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/carmela-de-ramirez/3150042,4,2,4,342.0,150.0,9.722,"Santiago, Carmela de Ramírez",julio barrientos,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/condominio-las-brisas-norte-chicureo/2906797,3,2,2,363.0,114.0,5.69,"Santiago, Condominio Las Brisas Norte Chicureo",Carlos Alberto Miranda Cornejo,Lodge Propiedades Spa
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/club-house-ayres-de-chicureo/3582970,3,2,2,500.0,110.0,5.68,"Santiago, Club house ayres de chicureo",Raul Colarte,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/metro-quinta-normal-moneda-herrera/3306433,0,0,0,0.0,128.62,8.0,"Santiago, Metro Quinta Normal Moneda / Herrera",María Fernanda,Invierte Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/parque-brasil/3696755,3,1,4,425.0,140.0,13.888,"Santiago, Parque Brasil",Fabiola Soto,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/la-trilla/3430153,3,1,5,596.0,90.0,2.951,"Santiago, La trilla",Javiera Lopez,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/antonio-maceo-3156/3634747,4,2,2,419.0,140.0,7.986,"Santiago, Antonio Maceo 3156",María Eugenia Huerta Marín,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/balmaceda/3352911,5,4,8,430.0,200.0,10.147,"Santiago, Balmaceda",Gestión inmobiliaria,Inmobienes.
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/condominio-chicureo-iii/3005208,8,6,8,5005.0,407.0,17.9,"Santiago, Condominio chicureo III",Genoveva del Carmen Espinoza Saez,Virtual Realty Property SpA.
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/santa-elvirasierra-bella/2724275,7,2,0,341.0,321.0,10.763,"Santiago, Santa Elvira/Sierra Bella",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/nublegeneral-gana/2970364,10,10,0,400.0,300.0,7.986,"Santiago, Ñuble/General Gana",RED Gestión Propiedades,Red Gestión Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/alcalde-jorge-monckebergavda-grecia/3631970,4,2,3,346.0,121.0,9.8,"Santiago, Alcalde Jorge Monckeberg/Avda Grecia",BLADEN MELLADO ROJAS,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/el-arrayan/3655684,4,3,3,3812.0,274.0,16.666,"Santiago, El arrayan",Work Inmobiliario,Vende Dueño/a
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/general-gana-santiago-concha/2351886,3,2,0,340.0,200.0,6.944,"Santiago, General Gana, Santiago Concha",Schumacher Propiedades,Schumacher Propiedades
Santiago,https://chilepropiedades.cl/ver-publicacion/venta-usada/santiago/casa/camino-el-huinganal/3416092,4,4,4,937.0,314.0,20.8,"Santiago, Camino El Huinganal",Michel Berkhoff,Berkhoff propiedades
